"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.029,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4565,0.634,0.6265,0.249,0.3735,0.3735,0.6205,0.6595,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0265,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.456,0.634,0.6265,0.249,0.3735,0.3735,0.6165,0.6745,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0145,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.456,0.634,0.6265,0.249,0.3735,0.3735,0.6165,0.6645,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0205,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.457,0.634,0.6265,0.249,0.3735,0.3735,0.6195,0.665,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.981,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0185,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.455,0.634,0.6265,0.249,0.3735,0.3735,0.617,0.671,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0395,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.621,0.645,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0365,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.619,0.655,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0355,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.457,0.634,0.6265,0.249,0.3735,0.3735,0.6185,0.6565,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0305,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.622,0.655,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.036,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6205,0.6605,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.023,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.457,0.634,0.6265,0.249,0.3735,0.3735,0.62,0.6475,0.1245,0.8715,0.6225,0.751
1.9,20,0.982,0.0315,0.9855,0.058,0.9805,0.924,0.0265,0.839,0.9245,0.927,0.0,0.146,0.963,0.802,0.2465,0.1975,0.099,0.0,0.835,0.2735,0.7255,0.817,0.4475,1.0,0.247,0.067,0.2855,0.364,0.327,0.634,0.6265,0.0585,0.373,0.3735,0.622,0.8755,0.1245,0.8715,0.3565,0.7525
1.9,20,0.9825,0.0315,0.9855,0.058,0.9805,0.93,0.0265,0.856,0.927,0.927,0.0,0.146,0.9565,0.802,0.2475,0.198,0.099,0.0,0.854,0.2725,0.7255,0.817,0.444,1.0,0.243,0.0585,0.251,0.362,0.3055,0.634,0.6265,0.041,0.3735,0.3735,0.621,0.8755,0.1245,0.8715,0.325,0.757
1.9,20,0.982,0.0315,0.9855,0.058,0.9805,0.926,0.0265,0.8665,0.926,0.927,0.0,0.146,0.9685,0.802,0.2475,0.1975,0.099,0.0,0.8555,0.273,0.7255,0.817,0.445,1.0,0.235,0.057,0.2275,0.3625,0.298,0.634,0.6265,0.037,0.3735,0.3735,0.6215,0.8755,0.1245,0.8715,0.2885,0.7665
1.9,20,0.9845,0.0315,0.9855,0.058,0.9805,0.93,0.0265,0.859,0.927,0.927,0.0,0.146,0.9875,0.802,0.247,0.198,0.099,0.0,0.857,0.2735,0.7255,0.817,0.4175,1.0,0.2345,0.054,0.2415,0.359,0.295,0.634,0.6265,0.0245,0.3705,0.3735,0.619,0.8755,0.1245,0.8715,0.2785,0.7795
1.9,20,0.983,0.0315,0.9855,0.058,0.9805,0.9365,0.0265,0.8785,0.9255,0.927,0.0,0.146,0.9735,0.802,0.2475,0.1975,0.099,0.0,0.858,0.2715,0.7255,0.817,0.421,1.0,0.2565,0.062,0.2125,0.3535,0.285,0.634,0.6265,0.0165,0.3735,0.3735,0.617,0.8755,0.1245,0.8715,0.2575,0.818
1.9,20,0.9865,0.0315,0.9855,0.058,0.9805,0.9335,0.0265,0.8755,0.927,0.927,0.0,0.1455,0.994,0.802,0.2455,0.198,0.099,0.0,0.861,0.2735,0.7255,0.817,0.401,1.0,0.2285,0.0495,0.209,0.354,0.27,0.634,0.6265,0.023,0.371,0.3735,0.6145,0.8755,0.1245,0.8715,0.2435,0.8215
1.9,20,0.9825,0.0315,0.9855,0.058,0.9805,0.9375,0.0265,0.8895,0.927,0.927,0.0,0.146,0.9915,0.802,0.247,0.198,0.099,0.0,0.856,0.2735,0.7255,0.82,0.3985,1.0,0.2345,0.0375,0.2055,0.3585,0.2875,0.634,0.6265,0.021,0.372,0.3735,0.6175,0.8755,0.1245,0.8715,0.227,0.819
1.9,20,0.985,0.0315,0.9855,0.058,0.9805,0.938,0.0265,0.8865,0.927,0.927,0.0,0.146,0.9995,0.802,0.247,0.196,0.099,0.0,0.863,0.271,0.7255,0.8215,0.3585,1.0,0.2015,0.0375,0.1835,0.354,0.276,0.6345,0.6265,0.008,0.372,0.3735,0.62,0.8755,0.1245,0.8715,0.1975,0.8815
1.9,20,0.9875,0.0315,0.9855,0.058,0.9805,0.9385,0.0265,0.9005,0.927,0.927,0.0,0.146,1.0,0.802,0.2465,0.197,0.099,0.0,0.8645,0.271,0.7255,0.8195,0.35,1.0,0.1995,0.0405,0.193,0.356,0.2515,0.6345,0.6265,0.009,0.3705,0.3735,0.615,0.8755,0.1245,0.8715,0.206,0.903
1.9,20,0.9845,0.0315,0.9855,0.058,0.9805,0.9405,0.0265,0.9035,0.927,0.927,0.0,0.146,1.0,0.802,0.246,0.197,0.099,0.0,0.8635,0.2705,0.7255,0.839,0.3755,1.0,0.207,0.04,0.1475,0.3455,0.2455,0.6355,0.6265,0.007,0.371,0.3735,0.611,0.8755,0.1245,0.8715,0.1735,0.946
1.9,20,0.986,0.0315,0.9855,0.058,0.9805,0.944,0.0265,0.918,0.926,0.927,0.0,0.146,1.0,0.802,0.247,0.1965,0.099,0.0,0.8625,0.268,0.7255,0.843,0.327,1.0,0.199,0.0355,0.146,0.348,0.2565,0.635,0.6265,0.0005,0.372,0.3735,0.6135,0.8755,0.1245,0.8715,0.176,0.9555
1.9,20,0.988,0.0305,0.9855,0.058,0.9805,0.94,0.0265,0.9125,0.927,0.927,0.0,0.146,1.0,0.802,0.246,0.1955,0.099,0.0,0.8645,0.269,0.7255,0.8345,0.2795,1.0,0.1805,0.036,0.1735,0.3455,0.252,0.638,0.6265,0.0015,0.368,0.3735,0.6115,0.8755,0.1245,0.8715,0.1915,0.978
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.728,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.45,0.634,0.6265,0.249,0.3735,0.3735,0.5395,0.7145,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7295,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.447,0.634,0.6265,0.249,0.3735,0.3735,0.5275,0.751,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.729,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4485,0.634,0.6265,0.249,0.3735,0.3735,0.5265,0.7305,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7325,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4425,0.6345,0.6265,0.249,0.3735,0.3735,0.5095,0.742,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.892,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.731,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.44,0.6345,0.6265,0.249,0.3735,0.3735,0.4975,0.763,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8915,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7325,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.437,0.634,0.6265,0.249,0.3735,0.3735,0.469,0.754,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.733,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.443,0.6345,0.6265,0.249,0.3735,0.3735,0.4905,0.75,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.728,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4425,0.634,0.6265,0.249,0.3735,0.3735,0.4795,0.755,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.729,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4435,0.635,0.6265,0.249,0.3735,0.3735,0.469,0.7555,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.74,0.817,0.4575,0.909,0.366,0.0915,0.366,0.366,0.439,0.637,0.6265,0.249,0.3735,0.3735,0.4435,0.768,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7325,0.817,0.4575,0.909,0.366,0.0915,0.366,0.366,0.437,0.6375,0.6265,0.249,0.3735,0.3735,0.4345,0.7605,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0005,0.73,0.2745,0.7385,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4405,0.6375,0.6265,0.249,0.3735,0.3735,0.4125,0.786,0.1245,0.8715,0.6225,0.751
1.0,20,0.9865,0.0315,0.9855,0.058,0.9805,0.946,0.0265,0.9035,0.927,0.927,0.0,0.146,1.0,0.802,0.247,0.1935,0.099,0.0,0.8645,0.271,0.7255,0.829,0.35,1.0,0.205,0.017,0.152,0.338,0.269,0.634,0.6265,0.001,0.368,0.3735,0.619,0.8755,0.124,0.8715,0.1635,0.931
1.0,20,0.9865,0.0315,0.9855,0.058,0.9805,0.9485,0.0265,0.918,0.927,0.927,0.0,0.145,1.0,0.802,0.2475,0.195,0.099,0.0,0.864,0.266,0.7255,0.83,0.3195,1.0,0.204,0.0195,0.1525,0.3305,0.2495,0.634,0.6265,0.004,0.3685,0.3735,0.6165,0.8755,0.124,0.8715,0.1555,0.981
1.0,20,0.9865,0.0315,0.9855,0.058,0.9805,0.9505,0.0265,0.9105,0.927,0.927,0.0,0.145,1.0,0.802,0.247,0.19,0.099,0.0,0.8645,0.2665,0.7255,0.852,0.328,1.0,0.22,0.0225,0.144,0.332,0.2565,0.634,0.6265,0.007,0.3675,0.3735,0.6165,0.8755,0.1225,0.8715,0.1535,0.9765
1.0,20,0.9885,0.031,0.9855,0.058,0.9805,0.9535,0.0265,0.9225,0.927,0.927,0.0,0.1445,1.0,0.802,0.247,0.1955,0.099,0.0,0.8645,0.2665,0.7255,0.855,0.307,1.0,0.183,0.0185,0.138,0.318,0.2455,0.635,0.6265,0.0005,0.361,0.3735,0.615,0.8755,0.1225,0.8715,0.155,0.993
1.0,20,0.988,0.03,0.9855,0.058,0.9805,0.951,0.0265,0.924,0.926,0.927,0.0,0.146,1.0,0.802,0.2475,0.1925,0.099,0.0,0.8645,0.2665,0.7255,0.8615,0.2895,1.0,0.19,0.017,0.145,0.3195,0.2305,0.636,0.6265,0.0005,0.3575,0.3735,0.618,0.8755,0.1195,0.8715,0.1495,0.996
1.0,20,0.9875,0.0315,0.9855,0.058,0.9805,0.947,0.0265,0.9265,0.927,0.927,0.0,0.144,1.0,0.802,0.2455,0.191,0.099,0.0,0.865,0.2645,0.7255,0.88,0.2935,1.0,0.166,0.0225,0.142,0.3085,0.247,0.6395,0.6265,0.0005,0.3595,0.3735,0.613,0.8755,0.1205,0.8715,0.1375,0.9985
1.0,20,0.9875,0.03,0.9855,0.058,0.9805,0.9565,0.0265,0.9245,0.927,0.927,0.0,0.146,1.0,0.802,0.2475,0.193,0.099,0.0,0.865,0.2655,0.7255,0.9335,0.2525,1.0,0.1705,0.0085,0.105,0.3225,0.2375,0.6385,0.6265,0.0015,0.3575,0.3735,0.6145,0.8755,0.1215,0.8715,0.132,1.0
1.0,20,0.9875,0.031,0.9855,0.058,0.9805,0.9625,0.0265,0.927,0.927,0.927,0.0,0.142,1.0,0.802,0.246,0.1875,0.099,0.0,0.865,0.2635,0.7255,0.942,0.276,1.0,0.1635,0.012,0.123,0.3115,0.237,0.6365,0.6265,0.001,0.3465,0.3735,0.6075,0.8755,0.123,0.8715,0.1345,0.998
1.0,20,0.9885,0.0305,0.9855,0.058,0.9805,0.9565,0.0265,0.9255,0.927,0.927,0.0,0.1425,1.0,0.802,0.2475,0.1905,0.099,0.0,0.865,0.2585,0.7255,0.95,0.2535,1.0,0.1645,0.0125,0.11,0.3,0.225,0.6425,0.6265,0.0,0.3595,0.3735,0.6105,0.8755,0.1115,0.8715,0.13,1.0
1.0,20,0.989,0.028,0.9855,0.058,0.9805,0.966,0.0265,0.927,0.927,0.927,0.0,0.145,1.0,0.802,0.247,0.19,0.099,0.0,0.865,0.267,0.7255,0.966,0.225,1.0,0.131,0.007,0.1135,0.3125,0.2355,0.644,0.6265,0.0,0.3085,0.3735,0.6075,0.8755,0.1035,0.8715,0.135,1.0
1.0,20,0.9875,0.03,0.9855,0.058,0.9805,0.965,0.0265,0.926,0.927,0.927,0.0,0.143,1.0,0.802,0.247,0.1845,0.099,0.0,0.865,0.2585,0.7255,0.9775,0.2165,1.0,0.1385,0.01,0.1115,0.3035,0.2335,0.647,0.6265,0.0,0.3285,0.3735,0.5985,0.8755,0.1105,0.8715,0.126,1.0
1.0,20,0.9885,0.029,0.9855,0.058,0.9805,0.9685,0.0265,0.9265,0.927,0.927,0.0,0.1415,1.0,0.802,0.2455,0.183,0.099,0.0,0.865,0.255,0.7255,0.979,0.2145,1.0,0.15,0.0125,0.102,0.3005,0.2225,0.662,0.6265,0.0,0.3195,0.3735,0.592,0.8755,0.0875,0.8715,0.1245,1.0
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8955,0.927,0.073,0.146,0.9505,0.802,0.247,0.198,0.099,0.0,0.73,0.2745,0.779,0.817,0.4575,0.9985,0.366,0.0915,0.366,0.366,0.367,0.786,0.6265,0.249,0.3735,0.3735,0.227,0.78,0.1245,0.865,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8965,0.927,0.073,0.146,0.9505,0.802,0.247,0.198,0.099,0.0,0.73,0.2745,0.783,0.817,0.4575,0.9985,0.365,0.0915,0.366,0.366,0.3545,0.7955,0.6265,0.249,0.3735,0.3735,0.211,0.7725,0.1245,0.8615,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.895,0.927,0.073,0.146,0.9505,0.802,0.2465,0.198,0.099,0.0,0.73,0.2745,0.782,0.817,0.4575,1.0,0.3655,0.0915,0.366,0.365,0.349,0.8055,0.6265,0.249,0.3735,0.3735,0.1915,0.786,0.1245,0.8615,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.9,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.791,0.817,0.4575,1.0,0.3655,0.0915,0.366,0.365,0.334,0.812,0.6265,0.249,0.3735,0.3735,0.186,0.778,0.1245,0.8605,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.898,0.927,0.073,0.146,0.9505,0.802,0.2465,0.198,0.099,0.0,0.73,0.2745,0.7925,0.817,0.4575,1.0,0.3645,0.0915,0.366,0.3645,0.34,0.8115,0.627,0.249,0.3735,0.3735,0.1725,0.7915,0.1245,0.8625,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.898,0.927,0.073,0.146,0.9505,0.802,0.2465,0.198,0.099,0.0,0.73,0.2745,0.795,0.817,0.4575,1.0,0.366,0.0915,0.366,0.363,0.3165,0.816,0.6265,0.249,0.3735,0.3735,0.1655,0.795,0.1245,0.863,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.898,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7845,0.817,0.4575,1.0,0.366,0.0915,0.366,0.365,0.356,0.8055,0.6265,0.249,0.3735,0.3735,0.1905,0.781,0.1245,0.867,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8955,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7865,0.817,0.4575,0.9995,0.3655,0.0915,0.366,0.366,0.358,0.8115,0.6265,0.249,0.3735,0.3735,0.1885,0.788,0.1245,0.8675,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8935,0.927,0.073,0.146,0.9505,0.802,0.2465,0.198,0.099,0.0,0.73,0.2745,0.7935,0.817,0.4575,1.0,0.366,0.0915,0.366,0.365,0.343,0.815,0.6265,0.249,0.3735,0.3735,0.178,0.7805,0.1245,0.863,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.897,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7955,0.817,0.4575,1.0,0.365,0.0915,0.366,0.3655,0.362,0.8145,0.6265,0.249,0.3735,0.3735,0.1825,0.7805,0.1245,0.8655,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.9045,0.927,0.073,0.146,0.9505,0.802,0.2465,0.198,0.099,0.0,0.73,0.2745,0.7845,0.817,0.4575,1.0,0.365,0.0915,0.366,0.366,0.3395,0.8145,0.6265,0.249,0.3735,0.3735,0.1695,0.78,0.1245,0.868,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.896,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7965,0.817,0.4575,1.0,0.366,0.0915,0.366,0.366,0.3415,0.812,0.6265,0.249,0.3735,0.3735,0.1695,0.7895,0.1245,0.865,0.6225,0.751
1.9,20,0.9895,0.021,0.9855,0.058,0.9805,0.99,0.0265,0.927,0.927,0.927,0.0,0.117,1.0,0.8025,0.208,0.13,0.099,0.0,0.865,0.236,0.74,1.0,0.185,1.0,0.1195,0.0,0.0975,0.2245,0.1925,0.8075,0.6265,0.0005,0.172,0.3735,0.4125,0.8745,0.0,0.871,0.1245,1.0
1.9,20,0.9895,0.021,0.986,0.058,0.9805,0.992,0.0265,0.927,0.927,0.927,0.0,0.0985,1.0,0.8035,0.214,0.133,0.099,0.0,0.865,0.2295,0.737,1.0,0.1845,1.0,0.1155,0.0,0.095,0.219,0.192,0.8135,0.6265,0.0,0.166,0.3735,0.376,0.8755,0.0,0.871,0.1245,1.0
1.9,20,0.9895,0.021,0.997,0.057,0.9805,0.9915,0.0265,0.927,0.927,0.927,0.0,0.1065,1.0,0.804,0.1925,0.1195,0.099,0.0,0.865,0.232,0.7295,1.0,0.183,1.0,0.1115,0.0,0.096,0.213,0.189,0.81,0.6265,0.0,0.1455,0.3735,0.3735,0.8745,0.0,0.871,0.1245,1.0
1.9,20,0.9895,0.021,0.9945,0.0575,0.9805,0.994,0.0265,0.927,0.927,0.927,0.0,0.114,1.0,0.804,0.19,0.1145,0.099,0.0,0.865,0.2275,0.7435,1.0,0.1865,1.0,0.1255,0.0,0.092,0.2065,0.187,0.8135,0.6265,0.0,0.1455,0.3735,0.3395,0.8755,0.0,0.8715,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.058,0.9805,0.9975,0.0265,0.927,0.927,0.927,0.0,0.0965,1.0,0.8075,0.198,0.117,0.099,0.0,0.865,0.2225,0.7315,1.0,0.183,1.0,0.1075,0.0,0.092,0.1945,0.185,0.8155,0.6265,0.0,0.1545,0.3735,0.334,0.8755,0.0,0.8705,0.1245,1.0
1.9,20,0.9895,0.0215,1.0,0.058,0.9805,0.9945,0.0265,0.927,0.927,0.927,0.0,0.089,1.0,0.806,0.1935,0.1205,0.099,0.0,0.865,0.216,0.7275,1.0,0.183,1.0,0.1055,0.0,0.092,0.1945,0.188,0.8145,0.6265,0.0,0.14,0.3735,0.3215,0.8745,0.0,0.8705,0.1245,1.0
1.9,20,0.9895,0.021,0.9995,0.0575,0.9805,0.995,0.0265,0.927,0.927,0.927,0.0,0.1165,1.0,0.802,0.204,0.1175,0.099,0.0,0.865,0.233,0.744,1.0,0.183,1.0,0.122,0.0,0.094,0.2205,0.1905,0.811,0.6265,0.0,0.162,0.3735,0.334,0.875,0.0,0.871,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.058,0.9805,0.9945,0.0265,0.927,0.927,0.927,0.0,0.1,1.0,0.805,0.199,0.108,0.099,0.0,0.865,0.2275,0.729,1.0,0.183,1.0,0.1155,0.0,0.0915,0.201,0.194,0.8155,0.6265,0.0,0.133,0.3735,0.314,0.875,0.0,0.871,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.0575,0.9805,0.9955,0.0265,0.927,0.927,0.927,0.0,0.093,1.0,0.8095,0.1975,0.0965,0.0985,0.0,0.865,0.222,0.7395,1.0,0.183,1.0,0.106,0.0,0.0925,0.1805,0.188,0.8155,0.6265,0.0,0.131,0.3735,0.297,0.8755,0.0,0.8715,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.058,0.9805,0.9945,0.0265,0.927,0.927,0.927,0.0,0.094,1.0,0.81,0.2035,0.104,0.099,0.0,0.865,0.2135,0.735,1.0,0.183,1.0,0.106,0.0,0.0915,0.1985,0.1895,0.816,0.6265,0.0,0.13,0.3735,0.283,0.8755,0.0,0.8715,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.058,0.9805,0.9965,0.0265,0.927,0.927,0.927,0.0,0.097,1.0,0.8065,0.199,0.1165,0.098,0.0,0.865,0.2175,0.7425,1.0,0.183,1.0,0.099,0.0,0.093,0.183,0.188,0.8165,0.6265,0.0,0.132,0.3735,0.3055,0.8755,0.0,0.871,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.058,0.9805,0.997,0.0265,0.927,0.927,0.927,0.0,0.106,1.0,0.812,0.189,0.1055,0.0985,0.0,0.865,0.217,0.737,1.0,0.183,1.0,0.1045,0.0,0.0925,0.1855,0.1895,0.817,0.6265,0.0,0.1295,0.3735,0.2635,0.875,0.0,0.8695,0.1245,1.0
